timestamp,data,label
2015-07-28 11:56:00,248,FALSE
2015-07-28 12:06:00,178,FALSE
2015-07-28 12:25:00,155,FALSE
2015-07-28 13:56:00,121,FALSE
2015-07-28 14:06:00,103,FALSE
2015-07-28 14:16:00,96,FALSE
2015-07-28 17:23:00,170,FALSE
2015-07-28 22:03:00,168,FALSE
2015-07-28 22:13:00,177,FALSE
2015-07-28 22:22:00,211,FALSE
2015-07-28 22:33:00,258,FALSE
2015-07-28 22:43:00,191,FALSE
2015-07-29 06:49:00,4416,FALSE
2015-07-29 07:23:00,200,FALSE
2015-07-29 07:53:00,210,FALSE
2015-07-29 08:13:00,197,FALSE
2015-07-29 08:23:00,238,FALSE
2015-07-29 08:51:00,264,FALSE
2015-07-29 09:03:00,263,FALSE
2015-07-29 09:13:00,237,FALSE
2015-07-29 09:43:00,218,FALSE
2015-07-29 10:03:00,218,FALSE
2015-07-29 10:13:00,286,FALSE
2015-07-29 10:17:00,287,FALSE
2015-07-30 08:58:00,312,FALSE
2015-07-30 09:07:00,296,FALSE
2015-07-30 09:18:00,213,FALSE
2015-07-30 09:28:00,189,FALSE
2015-07-30 09:37:00,174,FALSE
2015-07-30 09:48:00,210,FALSE
2015-07-30 09:57:00,229,FALSE
2015-07-30 10:18:00,226,FALSE
2015-07-30 11:07:00,348,FALSE
2015-07-30 12:35:00,58,FALSE
2015-07-30 13:14:00,118,FALSE
2015-07-30 13:38:00,121,FALSE
2015-07-30 14:14:00,530,FALSE
2015-07-30 14:38:00,185,FALSE
2015-07-30 14:48:00,189,FALSE
2015-07-30 14:52:00,221,FALSE
2015-07-30 15:08:00,392,FALSE
2015-07-30 15:18:00,418,FALSE
2015-07-30 15:27:00,603,FALSE
2015-07-30 15:37:00,705,FALSE
2015-07-30 15:48:00,798,FALSE
2015-07-30 15:58:00,729,FALSE
2015-07-30 16:08:00,863,FALSE
2015-07-30 16:34:00,916,FALSE
2015-07-30 16:55:00,652,FALSE
2015-07-30 17:26:00,881,FALSE
2015-07-30 18:07:00,383,FALSE
2015-07-30 19:00:00,393,FALSE
2015-07-30 20:48:00,29,FALSE
2015-07-30 21:39:00,69,FALSE
2015-07-30 21:41:00,99,FALSE
2015-07-30 21:59:00,73,FALSE
2015-07-30 22:01:00,106,FALSE
2015-07-30 22:59:00,159,FALSE
2015-07-30 23:48:00,110,FALSE
2015-07-31 06:07:00,96,FALSE
2015-07-31 08:59:00,611,FALSE
2015-07-31 09:09:00,1144,FALSE
2015-07-31 09:19:00,1321,FALSE
