timestamp,data,label
2015-07-10 14:24:00,564,FALSE
2015-07-10 14:38:00,730,FALSE
2015-07-10 14:48:00,770,FALSE
2015-07-10 15:03:00,910,FALSE
2015-07-10 15:22:00,1035,FALSE
2015-07-10 15:32:00,1065,FALSE
2015-07-10 15:42:00,953,FALSE
2015-07-10 15:52:00,1005,FALSE
2015-07-10 16:02:00,996,FALSE
2015-07-10 16:12:00,901,FALSE
2015-07-10 16:22:00,939,FALSE
2015-07-10 16:32:00,988,FALSE
2015-07-10 16:42:00,1020,FALSE
2015-07-10 16:52:00,876,FALSE
2015-07-10 17:02:00,870,FALSE
2015-07-10 17:12:00,809,FALSE
2015-07-10 17:22:00,884,FALSE
2015-07-10 17:32:00,926,FALSE
2015-07-10 17:42:00,829,FALSE
2015-07-10 18:02:00,712,FALSE
2015-07-10 18:12:00,624,FALSE
2015-07-10 18:22:00,632,FALSE
2015-07-10 18:32:00,596,FALSE
2015-07-10 18:42:00,510,FALSE
2015-07-10 18:52:00,526,FALSE
2015-07-10 19:32:00,99,FALSE
2015-07-10 19:42:00,85,FALSE
2015-07-10 20:02:00,85,FALSE
2015-07-10 20:12:00,87,FALSE
2015-07-10 20:22:00,93,FALSE
2015-07-10 20:42:00,57,FALSE
2015-07-10 21:32:00,101,FALSE
2015-07-11 10:10:00,177,FALSE
2015-07-11 10:30:00,221,FALSE
2015-07-11 11:00:00,332,FALSE
2015-07-11 11:10:00,338,FALSE
2015-07-11 11:20:00,263,FALSE
2015-07-11 11:30:00,304,FALSE
2015-07-11 11:40:00,358,FALSE
2015-07-11 11:50:00,385,FALSE
2015-07-11 12:00:00,397,FALSE
2015-07-11 12:10:00,426,FALSE
2015-07-11 12:20:00,461,FALSE
2015-07-11 12:28:00,418,FALSE
2015-07-11 12:38:00,448,FALSE
2015-07-11 12:43:00,432,FALSE
2015-07-11 12:53:00,416,FALSE
2015-07-11 12:57:00,425,FALSE
2015-07-11 13:07:00,439,FALSE
2015-07-11 13:09:00,423,FALSE
2015-07-11 13:19:00,370,FALSE
2015-07-11 13:29:00,404,FALSE
2015-07-11 13:39:00,387,FALSE
2015-07-11 14:41:00,185,FALSE
2015-07-11 15:01:00,184,FALSE
2015-07-11 16:53:00,104,FALSE
2015-07-11 17:02:00,108,FALSE
2015-07-11 17:13:00,121,FALSE
2015-07-11 17:23:00,120,FALSE
2015-07-11 17:33:00,127,FALSE
2015-07-11 18:23:00,52,FALSE
2015-07-12 10:56:00,93,FALSE
2015-07-12 12:36:00,151,FALSE
2015-07-12 12:46:00,161,FALSE
2015-07-12 12:56:00,160,FALSE
2015-07-12 13:36:00,177,FALSE
2015-07-12 15:26:00,193,FALSE
2015-07-12 19:13:00,119,FALSE
2015-07-13 09:15:00,143,FALSE
2015-07-13 09:45:00,151,FALSE
2015-07-13 12:07:00,138,FALSE
2015-07-13 12:37:00,143,FALSE
2015-07-13 12:47:00,146,FALSE
2015-07-13 14:37:00,173,FALSE
2015-07-13 15:27:00,226,FALSE
2015-07-13 15:57:00,206,FALSE
2015-07-13 16:07:00,243,FALSE
2015-07-13 16:27:00,238,FALSE
2015-07-13 16:47:00,294,FALSE
2015-07-13 17:07:00,226,FALSE
2015-07-13 17:17:00,209,FALSE
2015-07-13 17:57:00,222,FALSE
2015-07-13 18:06:00,136,FALSE
2015-07-13 18:46:00,129,FALSE
2015-07-13 18:56:00,133,FALSE
2015-07-14 09:10:00,182,FALSE
2015-07-14 09:40:00,253,FALSE
2015-07-14 09:50:00,218,FALSE
2015-07-14 10:10:00,216,FALSE
2015-07-14 10:20:00,203,FALSE
2015-07-14 13:11:00,143,FALSE
2015-07-14 14:01:00,103,FALSE
2015-07-14 14:41:00,162,FALSE
2015-07-14 14:51:00,180,FALSE
2015-07-14 15:01:00,223,FALSE
2015-07-14 15:11:00,282,FALSE
2015-07-14 15:21:00,262,FALSE
2015-07-14 15:51:00,289,FALSE
2015-07-14 16:01:00,260,FALSE
2015-07-14 16:09:00,271,FALSE
2015-07-14 16:19:00,248,FALSE
